rideId,departureDate,stopSequence,stopId,stopName
136887351,2021-06-02,7,50241,St. Valentin station (train)
136887351,2021-06-02,8,1895,Amstetten station (train)
136887351,2021-06-02,9,2505,Sankt Pölten (train)
136887351,2021-06-02,10,7758,Tullnerfeld station (train)
136887351,2021-06-02,11,22568,Vienna Meidling
136887351,2021-06-02,12,2815,Vienna Europaplatz (train)
136975621,2021-06-02,1,31231,Catania (Via D'Amico)
136975621,2021-06-02,2,27328,Giardini Naxos
136975621,2021-06-02,3,17728,Messina
136975621,2021-06-02,4,27378,Villa San Giovanni
136975621,2021-06-02,5,17758,Rosarno
136975621,2021-06-02,6,17798,Vibo Valentia
136975621,2021-06-02,7,17718,Lamezia Terme
136975621,2021-06-02,8,28318,Pian del Lago
136975621,2021-06-02,9,27108,Cosenza (Autostazione)
136975621,2021-06-02,10,27228,Rende (Cosenza Nord)
136975621,2021-06-02,11,27338,Tarsia
136975621,2021-06-02,12,27348,Terme Spezzano
136975621,2021-06-02,13,17778,Sibari
136975621,2021-06-02,14,27058,Bivio Cantinella
136975621,2021-06-02,15,28558,Corigliano (Distributore AGIP)
136975621,2021-06-02,16,23318,Schiavonea
136975621,2021-06-02,17,23398,Rossano
136975621,2021-06-02,18,23378,Mirto Crosia
136975621,2021-06-02,19,27068,Calopezzati
136975621,2021-06-02,20,27398,Pietrapaola
136975621,2021-06-02,21,27138,Mandatoriccio
136975621,2021-06-02,22,23298,Cariati
137695301,2021-06-02,1,56521,MissingStop
137695301,2021-06-02,2,54281,Hollywood / Highland (LA)
137695301,2021-06-02,3,26388,Downtown LA (N Vignes St)
137695301,2021-06-02,4,27478,Montclair
137695301,2021-06-02,5,26858,Victorville
137695301,2021-06-02,6,26868,Barstow Station
137695301,2021-06-02,7,26708,Las Vegas Strip (Las Vegas Blvd)
137695301,2021-06-02,8,26638,Downtown Las Vegas (1st St)
137695301,2021-06-02,9,26648,Henderson (Galleria at Sunset)
137712481,2021-06-02,1,21618,MissingStop
137712481,2021-06-02,2,36,Hamburg ZOB
137712481,2021-06-02,3,3288,Berlin Alt-Tegel
137712481,2021-06-02,4,1,Berlin central bus station
137712481,2021-06-02,5,481,Berlin Südkreuz
137712481,2021-06-02,6,44061,"Berlin Airport BER, T 1/2"
137712481,2021-06-02,7,32701,Frankfurt (Oder)
137712481,2021-06-02,8,35321,Słubice Collegium Polonicum
137712481,2021-06-03,9,14358,"Łódź, WPA Łódź Fabryczna"
137712481,2021-06-03,10,10118,Warsaw West
137729701,2021-06-02,1,16958,Lisbon (Oriente)
137729701,2021-06-02,2,23658,Porto (Camelias)
137790411,2021-06-02,1,48041,İstanbul Esenler
137790411,2021-06-02,2,47991,İstanbul Alibeyköy
137790411,2021-06-02,3,48021,İstanbul Dudullu
137790411,2021-06-02,4,47921,Gebze bus station
137790411,2021-06-02,5,48921,Bursa bus station
137790411,2021-06-02,6,48311,M.Kemal Paşa bus station
137790411,2021-06-02,7,49611,Susurluk bus station
137790411,2021-06-03,8,48861,Balıkesir bus station
137790411,2021-06-03,9,47761,Akhisar bus station
137790411,2021-06-03,10,47701,Manisa bus station
137790411,2021-06-03,11,53121,Izmir otogar tesis
137790411,2021-06-03,12,49011,Izmir bus station
137892941,2021-06-02,1,4108,Bari (Via Capruzzi)
137892941,2021-06-02,2,15758,Bari - Modugno
137892941,2021-06-02,3,6218,Naples (Metropark Centrale)
137915791,2021-06-02,1,48041,İstanbul Esenler
137915791,2021-06-02,2,47991,İstanbul Alibeyköy
137915791,2021-06-02,3,48021,İstanbul Dudullu
137915791,2021-06-02,4,47921,Gebze bus station
137915791,2021-06-02,5,48921,Bursa bus station
137915791,2021-06-03,6,56731,Konakoğlu rest station
137915791,2021-06-03,7,53121,Izmir otogar tesis
137915791,2021-06-03,8,49011,Izmir bus station
137915791,2021-06-03,9,48551,Urla bus station
137915791,2021-06-03,10,50081,Çeşme Alaçatı bus station
137915791,2021-06-03,11,50071,Çeşme Ilıca bus station
137915791,2021-06-03,12,50061,Çeşme bus station
137938561,2021-06-02,1,48031,MissingStop
137938561,2021-06-02,2,48351,Milas bus station
137938561,2021-06-02,3,48461,Söke bus station
137938561,2021-06-02,4,53121,Izmir otogar tesis
137938561,2021-06-02,5,49011,Izmir bus station
137938561,2021-06-02,6,56731,Konakoğlu rest station
137938561,2021-06-02,7,48921,Bursa bus station
137938561,2021-06-02,8,47921,Gebze bus station
137938561,2021-06-02,9,48021,İstanbul Dudullu
137938561,2021-06-02,10,47991,İstanbul Alibeyköy
137938561,2021-06-02,11,48041,İstanbul Esenler
138339041,2021-06-02,1,8,Freiburg (i.Br.)
138339041,2021-06-02,2,31,Titisee Badeparadies
138339041,2021-06-02,3,32021,Neustadt  (Titisee-Neustadt)
138339041,2021-06-02,4,3228,Engen
138339041,2021-06-02,5,1414,Überlingen
138339041,2021-06-02,6,5,Meersburg
138339041,2021-06-02,7,3198,Markdorf
138339041,2021-06-02,8,1725,Ravensburg
138339041,2021-06-02,9,1704,Wangen
138339041,2021-06-02,10,161,Memmingen central bus station
138339041,2021-06-02,11,1684,Memmingen airport
138339041,2021-06-02,12,10,Munich central bus station
138339041,2021-06-02,13,6988,Prague Main Railway Station
138339041,2021-06-02,14,1494,Prague ÚAN Florenc
138877301,2021-06-02,1,47751,Eskisehir bus station
138877301,2021-06-02,2,48771,Afyon bus station
138877301,2021-06-02,3,51851,Adalya
138877301,2021-06-02,4,48441,Sandıklı bus station
138877301,2021-06-02,5,49891,Keçiborlu bus station
138877301,2021-06-02,6,48911,Burdur bus station
138877301,2021-06-02,7,48061,Bucak
138877301,2021-06-02,8,48841,Antalya bus station
138877301,2021-06-02,9,48451,Serik bus station
138877301,2021-06-02,10,47711,Manavgat bus station
138877301,2021-06-02,11,48801,Alanya Bus Station
139050821,2021-06-02,1,47512,MissingStop
139050821,2021-06-02,2,48381,Orhangazi bus station
139050821,2021-06-02,3,48611,Gemlik bus station
139050821,2021-06-02,4,48921,Bursa bus station
139050821,2021-06-02,5,47961,Inegol bus station
139050821,2021-06-02,6,48111,Bozüyük
139050821,2021-06-02,7,47751,Eskisehir bus station
139050821,2021-06-02,8,48771,Afyon bus station
139050821,2021-06-02,9,51851,Adalya
139050821,2021-06-02,10,48441,Sandıklı bus station
139050821,2021-06-02,11,49891,Keçiborlu bus station
139050821,2021-06-02,12,48911,Burdur bus station
139050821,2021-06-02,13,48061,Bucak
139050821,2021-06-02,14,48841,Antalya bus station
139240561,2021-06-02,1,48041,İstanbul Esenler
139240561,2021-06-02,2,47991,İstanbul Alibeyköy
139240561,2021-06-02,3,48021,İstanbul Dudullu
139240561,2021-06-02,4,48921,Bursa bus station
139240561,2021-06-02,5,56731,Konakoğlu rest station
139240561,2021-06-02,6,53121,Izmir otogar tesis
139240561,2021-06-02,7,49011,Izmir bus station
139240561,2021-06-02,8,48851,Aydın bus station
139240561,2021-06-03,9,50111,Çine bus station
139240561,2021-06-03,10,49161,Yatağan
139240561,2021-06-03,11,47681,Muğla bus station
139240561,2021-06-03,12,49921,Köyceğiz bus station
139240561,2021-06-03,13,48391,Ortaca bus station
139240561,2021-06-03,14,50121,Dalaman bus station
139240561,2021-06-03,15,48631,Fethiye bus station
139240561,2021-06-03,16,49841,Kalkan bus station
139240561,2021-06-03,17,48231,Kaş bus station
139256651,2021-06-02,1,49201,MissingStop
139256651,2021-06-02,2,47881,Bandırma
139256651,2021-06-02,3,48201,Karacabey bus station
139256651,2021-06-02,4,48921,Bursa bus station
139256651,2021-06-02,5,47961,Inegol bus station
139256651,2021-06-02,6,48111,Bozüyük
139256651,2021-06-02,7,51661,Eskişehir rest stop
139256651,2021-06-02,8,47751,Eskisehir bus station
139256651,2021-06-02,9,48411,Polatlı bus station
139256651,2021-06-02,10,48831,Ankara bus station
139452991,2021-06-02,1,13968,Banská Bystrica
139452991,2021-06-02,2,13958,Zvolen
139452991,2021-06-02,3,33071,"Žiar n.Hronom,,aut.st."
139452991,2021-06-02,4,33061,Hliník n.Hronom
139452991,2021-06-02,5,33091,"Žarnovica,,motel Sitno"
139452991,2021-06-02,6,34431,Nitra
139452991,2021-06-02,7,32871,Sereď
139452991,2021-06-02,8,7838,Bratislava
139577711,2021-06-02,1,48161,MissingStop
139577711,2021-06-02,2,49301,Mucur bus station
139577711,2021-06-02,3,47931,Kırşehir bus station
139577711,2021-06-02,4,48171,Kırıkkale bus station
139577711,2021-06-02,5,49101,Elmadağ bus station
139577711,2021-06-02,6,49881,Kayaş Çalışkan
139577711,2021-06-02,7,48831,Ankara bus station
139622431,2021-06-02,1,1765,Graz (Girardigasse)
139622431,2021-06-02,2,1755,Graz Murpark
139622431,2021-06-02,3,1735,Vienna Matzleinsdorferplatz
139622431,2021-06-02,4,1745,Vienna Felberstrasse
139622531,2021-06-02,1,1745,Vienna Felberstrasse
139622531,2021-06-02,2,1735,Vienna Matzleinsdorferplatz
139622531,2021-06-02,3,1755,Graz Murpark
139622531,2021-06-02,4,1765,Graz (Girardigasse)
139881111,2021-06-02,1,48831,Ankara bus station
139881111,2021-06-02,2,48411,Polatlı bus station
139881111,2021-06-02,3,47751,Eskisehir bus station
139881111,2021-06-02,4,48111,Bozüyük
139881111,2021-06-02,5,47961,Inegol bus station
139881111,2021-06-02,6,48921,Bursa bus station
139881111,2021-06-02,7,48201,Karacabey bus station
139881111,2021-06-02,8,47881,Bandırma
139881111,2021-06-02,9,48591,Gönen bus station
139881111,2021-06-02,10,48141,Biga
139881111,2021-06-02,11,50001,Çan bus station
139945461,2021-06-02,1,48921,Bursa bus station
139945461,2021-06-02,2,47961,Inegol bus station
139945461,2021-06-02,3,48111,Bozüyük
139945461,2021-06-02,4,47741,Kütahya bus station
139945461,2021-06-03,5,51701,Afyon KK
139945461,2021-06-03,6,48771,Afyon bus station
139945461,2021-06-03,7,48441,Sandıklı bus station
139945461,2021-06-03,8,49891,Keçiborlu bus station
139945461,2021-06-03,9,47981,Isparta bus station
139945461,2021-06-03,10,48841,Antalya bus station
139945461,2021-06-03,11,49901,Kemer bus station
139945461,2021-06-03,12,48291,Kumluca bus station
139945461,2021-06-03,13,49541,Finike bus station
139987521,2021-06-02,1,48831,Ankara bus station
139987521,2021-06-02,2,48411,Polatlı bus station
139987521,2021-06-02,3,47751,Eskisehir bus station
139987521,2021-06-02,4,48111,Bozüyük
139987521,2021-06-03,5,47961,Inegol bus station
139987521,2021-06-03,6,48921,Bursa bus station
139987521,2021-06-03,7,48201,Karacabey bus station
139987521,2021-06-03,8,47881,Bandırma
139987521,2021-06-03,9,48591,Gönen bus station
139987521,2021-06-03,10,48141,Biga
139987521,2021-06-03,11,50001,Çan bus station
139987521,2021-06-03,12,49171,Yenice
140010781,2021-06-02,1,48031,MissingStop
140010781,2021-06-02,2,48351,Milas bus station
140010781,2021-06-02,3,48461,Söke bus station
140010781,2021-06-03,4,56731,Konakoğlu rest station
140010781,2021-06-03,5,47921,Gebze bus station
140010781,2021-06-03,6,48021,İstanbul Dudullu
140010781,2021-06-03,7,47991,İstanbul Alibeyköy
140010781,2021-06-03,8,48041,İstanbul Esenler
140075521,2021-06-02,1,36102,MissingStop
140075521,2021-06-02,2,10168,Bergamo (Orio al Serio Airport - BGY)
