rideId,departureDate,segmentSequence,fromStopId,toStopId,fromStopName,toStopName
139945461,2021-06-03,5,51701,48771,Afyon KK,Afyon bus station
139945461,2021-06-03,6,48771,48441,Afyon bus station,Sandıklı bus station
139945461,2021-06-03,7,48441,49891,Sandıklı bus station,Keçiborlu bus station
139945461,2021-06-03,8,49891,47981,Keçiborlu bus station,Isparta bus station
139945461,2021-06-03,9,47981,48841,Isparta bus station,Antalya bus station
139945461,2021-06-03,10,48841,49901,Antalya bus station,Kemer bus station
139945461,2021-06-03,11,49901,48291,Kemer bus station,Kumluca bus station
139945461,2021-06-03,12,48291,49541,Kumluca bus station,Finike bus station
139987521,2021-06-02,1,48831,48411,Ankara bus station,Polatlı bus station
139987521,2021-06-02,2,48411,47751,Polatlı bus station,Eskisehir bus station
139987521,2021-06-02,3,47751,48111,Eskisehir bus station,Bozüyük
139987521,2021-06-02,4,48111,47961,Bozüyük,Inegol bus station
139987521,2021-06-03,5,47961,48921,Inegol bus station,Bursa bus station
139987521,2021-06-03,6,48921,48201,Bursa bus station,Karacabey bus station
139987521,2021-06-03,7,48201,47881,Karacabey bus station,Bandırma
139987521,2021-06-03,8,47881,48591,Bandırma,Gönen bus station
139987521,2021-06-03,9,48591,48141,Gönen bus station,Biga
139987521,2021-06-03,10,48141,50001,Biga,Çan bus station
139987521,2021-06-03,11,50001,49171,Çan bus station,Yenice
140010781,2021-06-02,1,48031,48351,MissingStop,Milas bus station
140010781,2021-06-02,2,48351,48461,Milas bus station,Söke bus station
140010781,2021-06-02,3,48461,56731,Söke bus station,Konakoğlu rest station
140010781,2021-06-03,4,56731,47921,Konakoğlu rest station,Gebze bus station
140010781,2021-06-03,5,47921,48021,Gebze bus station,İstanbul Dudullu
140010781,2021-06-03,6,48021,47991,İstanbul Dudullu,İstanbul Alibeyköy
140010781,2021-06-03,7,47991,48041,İstanbul Alibeyköy,İstanbul Esenler
140075521,2021-06-02,1,36102,10168,MissingStop,Bergamo (Orio al Serio Airport - BGY)
